Format Version,1.23,Take Name,Take 2020-09-28 10.54.41 AM_003,Take Notes,,Capture Frame Rate,250.000000,Export Frame Rate,250.000000,Capture Start Time,2020-09-28 11.08.57.849 AM,Total Frames in Take,962,Total Exported Frames,962,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker
,Name,Unlabeled 1009,Unlabeled 1009,Unlabeled 1009
,ID,"C3B50","C3B50","C3B50"
,,Position,Position,Position
Frame,Time (Seconds),X,Y,Z
525,2.100000,0.000105,0.000156,1.329288
526,2.104000,0.000102,0.000141,1.329303
527,2.108000,0.000136,0.000192,1.329303
528,2.112000,0.000120,0.000178,1.329281
529,2.116000,0.000132,0.000177,1.329291
530,2.120000,0.000116,0.000149,1.329291
531,2.124000,0.000097,0.000158,1.329299
532,2.128000,0.000116,0.000170,1.329297
533,2.132000,0.000115,0.000169,1.329305
534,2.136000,0.000105,0.000154,1.329275
535,2.140000,0.000111,0.000161,1.329280
536,2.144000,0.000115,0.000166,1.329299
537,2.148000,0.000139,0.000182,1.329296
538,2.152000,0.000126,0.000170,1.329299
539,2.156000,0.000145,0.000197,1.329283
540,2.160000,0.000142,0.000181,1.329293
541,2.164000,0.000128,0.000173,1.329304
542,2.168000,0.000162,0.000211,1.329291
543,2.172000,0.000149,0.000209,1.329280
544,2.176000,0.000117,0.000177,1.329281
545,2.180000,0.000149,0.000176,1.329280
546,2.184000,0.000115,0.000149,1.329283
547,2.188000,0.000119,0.000153,1.329265
548,2.192000,0.000078,0.000120,1.329274
549,2.196000,0.000112,0.000123,1.329273
550,2.200000,0.000111,0.000146,1.329297
551,2.204000,0.000113,0.000151,1.329284
552,2.208000,0.000139,0.000193,1.329289
553,2.212000,0.000133,0.000174,1.329273
554,2.216000,0.000122,0.000161,1.329295
555,2.220000,0.000136,0.000180,1.329275
556,2.224000,0.000125,0.000163,1.329294
557,2.228000,0.000110,0.000162,1.329288
558,2.232000,0.000109,0.000149,1.329281
559,2.236000,0.000108,0.000165,1.329279
560,2.240000,0.000108,0.000173,1.329277
561,2.244000,0.000109,0.000161,1.329285
562,2.248000,0.000088,0.000146,1.329267
563,2.252000,0.000085,0.000146,1.329276
564,2.256000,0.000118,0.000177,1.329276
565,2.260000,0.000072,0.000123,1.329259
566,2.264000,0.000065,0.000138,1.329271
567,2.268000,0.000088,0.000135,1.329267
568,2.272000,0.000076,0.000137,1.329285
569,2.276000,0.000100,0.000145,1.329279
570,2.280000,0.000116,0.000191,1.329286
571,2.284000,0.000121,0.000188,1.329277
572,2.288000,0.000125,0.000220,1.329281
573,2.292000,0.000117,0.000199,1.329296
574,2.296000,0.000102,0.000199,1.329279
575,2.300000,0.000105,0.000204,1.329284
576,2.304000,0.000056,0.000144,1.329290
577,2.308000,0.000065,0.000158,1.329282
578,2.312000,0.000057,0.000125,1.329264
579,2.316000,0.000039,0.000129,1.329259
580,2.320000,0.000055,0.000134,1.329278
581,2.324000,0.000048,0.000133,1.329287
582,2.328000,0.000044,0.000133,1.329274
583,2.332000,0.000058,0.000158,1.329253
584,2.336000,0.000050,0.000161,1.329284
585,2.340000,0.000063,0.000167,1.329277
586,2.344000,0.000069,0.000166,1.329266
587,2.348000,0.000071,0.000173,1.329302
